No	Group	SubjectID	LevelTest	Age	Gender	MonthLearn	MonthStay	ItemID	ExpectedAnswer	ItemType	ExpectedPath	ExpectedManner	ExpectedDirection	ExpectedAspect	ResponseText	ResponseStatus	ResponsePath	ResponseManner	ResponseDirection	ResponseAspect	PathY	MannerY	DirectionY	AspectY
3227	Level3	K3008	NA	41.0	M	204.0	60.0	t047	зашёл	filler	za	walk	-	pf	зашёл	MotionVerb	za	walk	-	pf	1	1	1	1
3228	Level3	K3009	NA	47.0	M	336.0	72.0	t047	зашёл	filler	za	walk	-	pf	зашёл	MotionVerb	za	walk	-	pf	1	1	1	1
3229	Level3	K3010	NA	26.0	M	130.0	3.0	t047	зашёл	filler	za	walk	-	pf	зашёл	MotionVerb	za	walk	-	pf	1	1	1	1
3230	Level3	K3011	NA	45.0	F	336.0	120.0	t047	зашёл	filler	za	walk	-	pf	зашёл	MotionVerb	za	walk	-	pf	1	1	1	1
3231	Level3	K3012	NA	34.0	F	120.0	48.0	t047	зашёл	filler	za	walk	-	pf	зашёл	MotionVerb	za	walk	-	pf	1	1	1	1
3232	Level3	K3013	NA	42.0	F	264.0	60.0	t047	зашёл	filler	za	walk	-	pf	зашёл	MotionVerb	za	walk	-	pf	1	1	1	1
3233	Level3	K3014	NA	50.0	M	120.0	120.0	t047	зашёл	filler	za	walk	-	pf	зашёл	MotionVerb	za	walk	-	pf	1	1	1	1
3234	Level3	K3015	NA	46.0	F	300.0	48.0	t047	зашёл	filler	za	walk	-	pf	заходит	MotionVerb	za	walk	-	impf	1	1	1	0
3235	Level3	K3016	NA	49.0	F	379.0	60.0	t047	зашёл	filler	za	walk	-	pf	сходил	MotionVerb	s	walk	-	impf	0	1	1	0
3236	Level3	K3017	NA	44.0	F	120.0	60.0	t047	зашёл	filler	za	walk	-	pf	зашёл	MotionVerb	za	walk	-	pf	1	1	1	1
3237	Level3	K3018	NA	28.0	F	120.0	12.0	t047	зашёл	filler	za	walk	-	pf	заходил	MotionVerb	za	walk	-	impf	1	1	1	0
3238	Level3	K3019	NA	24.0	F	108.0	108.0	t047	зашёл	filler	za	walk	-	pf	зашёл	MotionVerb	za	walk	-	pf	1	1	1	1
3239	Level3	K3020	NA	30.0	M	36.0	12.0	t047	зашёл	filler	za	walk	-	pf	ходить	MotionVerb	-	walk	multi	impf	0	1	0	0
3240	Level3	K3021	NA	38.0	F	72.0	84.0	t047	зашёл	filler	za	walk	-	pf	зашёл	MotionVerb	za	walk	-	pf	1	1	1	1
3241	Level3	K3022	NA	25.0	F	108.0	6.0	t047	зашёл	filler	za	walk	-	pf	зашёл	MotionVerb	za	walk	-	pf	1	1	1	1
3244	Native	R0001	NA	45.0	F	NA	NA	t001	идут	DirectionItem	-	walk	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	1	1	1
3245	Native	R0002	NA	50.0	F	NA	NA	t001	идут	DirectionItem	-	walk	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	1	1	1
3246	Native	R0003	NA	34.0	M	NA	NA	t001	идут	DirectionItem	-	walk	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	1	1	1
3247	Native	R0004	NA	30.0	M	NA	NA	t001	идут	DirectionItem	-	walk	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	1	1	1
3248	Native	R0005	NA	49.0	F	NA	NA	t001	идут	DirectionItem	-	walk	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	1	1	1
3249	Native	R0006	NA	38.0	F	NA	NA	t001	идут	DirectionItem	-	walk	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	1	1	1
3250	Native	R0007	NA	34.0	M	NA	NA	t001	идут	DirectionItem	-	walk	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	1	1	1
3251	Native	R0008	NA	29.0	F	NA	NA	t001	идут	DirectionItem	-	walk	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	1	1	1
3252	Native	R0009	NA	49.0	F	NA	NA	t001	идут	DirectionItem	-	walk	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	1	1	1
3253	Native	R0010	NA	26.0	F	NA	NA	t001	идут	DirectionItem	-	walk	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	1	1	1
3256	Native	R0001	NA	45.0	F	NA	NA	t002	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3257	Native	R0002	NA	50.0	F	NA	NA	t002	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3258	Native	R0003	NA	34.0	M	NA	NA	t002	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3259	Native	R0004	NA	30.0	M	NA	NA	t002	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3260	Native	R0005	NA	49.0	F	NA	NA	t002	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3261	Native	R0006	NA	38.0	F	NA	NA	t002	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3262	Native	R0007	NA	34.0	M	NA	NA	t002	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3263	Native	R0008	NA	29.0	F	NA	NA	t002	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3264	Native	R0009	NA	49.0	F	NA	NA	t002	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3265	Native	R0010	NA	26.0	F	NA	NA	t002	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3268	Native	R0001	NA	45.0	F	NA	NA	t003	летал	DirectionItem	-	fly	multi	impf	летала	MotionVerb	-	fly	multi	impf	1	1	1	1
3269	Native	R0002	NA	50.0	F	NA	NA	t003	летал	DirectionItem	-	fly	multi	impf	летал	MotionVerb	-	fly	multi	impf	1	1	1	1
3270	Native	R0003	NA	34.0	M	NA	NA	t003	летал	DirectionItem	-	fly	multi	impf	летал	MotionVerb	-	fly	multi	impf	1	1	1	1
3271	Native	R0004	NA	30.0	M	NA	NA	t003	летал	DirectionItem	-	fly	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	0	1	1
3272	Native	R0005	NA	49.0	F	NA	NA	t003	летал	DirectionItem	-	fly	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	0	1	1
3273	Native	R0006	NA	38.0	F	NA	NA	t003	летал	DirectionItem	-	fly	multi	impf	летал	MotionVerb	-	fly	multi	impf	1	1	1	1
3274	Native	R0007	NA	34.0	M	NA	NA	t003	летал	DirectionItem	-	fly	multi	impf	приехал	MotionVerb	pri	ride	-	pf	0	0	0	0
3275	Native	R0008	NA	29.0	F	NA	NA	t003	летал	DirectionItem	-	fly	multi	impf	ездила	MotionVerb	-	ride	multi	impf	1	0	1	1
3276	Native	R0009	NA	49.0	F	NA	NA	t003	летал	DirectionItem	-	fly	multi	impf	летал	MotionVerb	-	fly	multi	impf	1	1	1	1
3277	Native	R0010	NA	26.0	F	NA	NA	t003	летал	DirectionItem	-	fly	multi	impf	летал	MotionVerb	-	fly	multi	impf	1	1	1	1
3280	Native	R0001	NA	45.0	F	NA	NA	t004	ползают	filler	-	crawl	multi	impf	ползут	MotionVerb	-	crawl	uni	impf	1	1	0	1
3281	Native	R0002	NA	50.0	F	NA	NA	t004	ползают	filler	-	crawl	multi	impf	ползают	MotionVerb	-	crawl	multi	impf	1	1	1	1
3282	Native	R0003	NA	34.0	M	NA	NA	t004	ползают	filler	-	crawl	multi	impf	ползут	MotionVerb	-	crawl	uni	impf	1	1	0	1
3283	Native	R0004	NA	30.0	M	NA	NA	t004	ползают	filler	-	crawl	multi	impf	ползут	MotionVerb	-	crawl	uni	impf	1	1	0	1
3284	Native	R0005	NA	49.0	F	NA	NA	t004	ползают	filler	-	crawl	multi	impf	ползут	MotionVerb	-	crawl	uni	impf	1	1	0	1
3285	Native	R0006	NA	38.0	F	NA	NA	t004	ползают	filler	-	crawl	multi	impf	ползут	MotionVerb	-	crawl	uni	impf	1	1	0	1
3286	Native	R0007	NA	34.0	M	NA	NA	t004	ползают	filler	-	crawl	multi	impf	ползут	MotionVerb	-	crawl	uni	impf	1	1	0	1
3287	Native	R0008	NA	29.0	F	NA	NA	t004	ползают	filler	-	crawl	multi	impf	ползут к морю	MotionVerb	-	crawl	uni	impf	1	1	0	1
3288	Native	R0009	NA	49.0	F	NA	NA	t004	ползают	filler	-	crawl	multi	impf	ползут	MotionVerb	-	crawl	uni	impf	1	1	0	1
3289	Native	R0010	NA	26.0	F	NA	NA	t004	ползают	filler	-	crawl	multi	impf	ползают	MotionVerb	-	crawl	multi	impf	1	1	1	1
3292	Native	R0001	NA	45.0	F	NA	NA	t005	плавать	DirectionItem	-	swim	multi	impf	плавать	MotionVerb	-	swim	multi	impf	1	1	1	1
3293	Native	R0002	NA	50.0	F	NA	NA	t005	плавать	DirectionItem	-	swim	multi	impf	плавать на корабле	MotionVerb	-	swim	multi	impf	1	1	1	1
3294	Native	R0003	NA	34.0	M	NA	NA	t005	плавать	DirectionItem	-	swim	multi	impf	плыть	MotionVerb	-	swim	uni	impf	1	1	0	1
3295	Native	R0004	NA	30.0	M	NA	NA	t005	плавать	DirectionItem	-	swim	multi	impf	плыть	MotionVerb	-	swim	uni	impf	1	1	0	1
3296	Native	R0005	NA	49.0	F	NA	NA	t005	плавать	DirectionItem	-	swim	multi	impf	плавать	MotionVerb	-	swim	multi	impf	1	1	1	1
3297	Native	R0006	NA	38.0	F	NA	NA	t005	плавать	DirectionItem	-	swim	multi	impf	плавать	MotionVerb	-	swim	multi	impf	1	1	1	1
3298	Native	R0007	NA	34.0	M	NA	NA	t005	плавать	DirectionItem	-	swim	multi	impf	путешествовать	OtherVerb	x	x	x	impf	0	0	0	1
3299	Native	R0008	NA	29.0	F	NA	NA	t005	плавать	DirectionItem	-	swim	multi	impf	плавать	MotionVerb	-	swim	multi	impf	1	1	1	1
3300	Native	R0009	NA	49.0	F	NA	NA	t005	плавать	DirectionItem	-	swim	multi	impf	плавать	MotionVerb	-	swim	multi	impf	1	1	1	1
3301	Native	R0010	NA	26.0	F	NA	NA	t005	плавать	DirectionItem	-	swim	multi	impf	плавать	MotionVerb	-	swim	multi	impf	1	1	1	1
3304	Native	R0001	NA	45.0	F	NA	NA	t006	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3305	Native	R0002	NA	50.0	F	NA	NA	t006	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3306	Native	R0003	NA	34.0	M	NA	NA	t006	едет	DirectionItem	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
3307	Native	R0004	NA	30.0	M	NA	NA	t006	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3308	Native	R0005	NA	49.0	F	NA	NA	t006	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3309	Native	R0006	NA	38.0	F	NA	NA	t006	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3310	Native	R0007	NA	34.0	M	NA	NA	t006	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3311	Native	R0008	NA	29.0	F	NA	NA	t006	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3312	Native	R0009	NA	49.0	F	NA	NA	t006	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3313	Native	R0010	NA	26.0	F	NA	NA	t006	едет	DirectionItem	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
3316	Native	R0001	NA	45.0	F	NA	NA	t007	плыву	DirectionItem	-	swim	uni	impf	плыву	MotionVerb	-	swim	uni	impf	1	1	1	1
3317	Native	R0002	NA	50.0	F	NA	NA	t007	плыву	DirectionItem	-	swim	uni	impf	плыву	MotionVerb	-	swim	uni	impf	1	1	1	1
3318	Native	R0003	NA	34.0	M	NA	NA	t007	плыву	DirectionItem	-	swim	uni	impf	плыву	MotionVerb	-	swim	uni	impf	1	1	1	1
3319	Native	R0004	NA	30.0	M	NA	NA	t007	плыву	DirectionItem	-	swim	uni	impf	плыву	MotionVerb	-	swim	uni	impf	1	1	1	1
3320	Native	R0005	NA	49.0	F	NA	NA	t007	плыву	DirectionItem	-	swim	uni	impf	плыву	MotionVerb	-	swim	uni	impf	1	1	1	1
3321	Native	R0006	NA	38.0	F	NA	NA	t007	плыву	DirectionItem	-	swim	uni	impf	плыву	MotionVerb	-	swim	uni	impf	1	1	1	1
3322	Native	R0007	NA	34.0	M	NA	NA	t007	плыву	DirectionItem	-	swim	uni	impf	плыву	MotionVerb	-	swim	uni	impf	1	1	1	1
3323	Native	R0008	NA	29.0	F	NA	NA	t007	плыву	DirectionItem	-	swim	uni	impf	плыву	MotionVerb	-	swim	uni	impf	1	1	1	1
3324	Native	R0009	NA	49.0	F	NA	NA	t007	плыву	DirectionItem	-	swim	uni	impf	плыву	MotionVerb	-	swim	uni	impf	1	1	1	1
3325	Native	R0010	NA	26.0	F	NA	NA	t007	плыву	DirectionItem	-	swim	uni	impf	плыву	MotionVerb	-	swim	uni	impf	1	1	1	1
3328	Native	R0001	NA	45.0	F	NA	NA	t008	ползёт	DirectionItem	-	crawl	uni	impf	ползёт	MotionVerb	-	crawl	uni	impf	1	1	1	1
3329	Native	R0002	NA	50.0	F	NA	NA	t008	ползёт	DirectionItem	-	crawl	uni	impf	ползёт	MotionVerb	-	crawl	uni	impf	1	1	1	1
3330	Native	R0003	NA	34.0	M	NA	NA	t008	ползёт	DirectionItem	-	crawl	uni	impf	ползёт	MotionVerb	-	crawl	uni	impf	1	1	1	1
3331	Native	R0004	NA	30.0	M	NA	NA	t008	ползёт	DirectionItem	-	crawl	uni	impf	ползёт	MotionVerb	-	crawl	uni	impf	1	1	1	1
3332	Native	R0005	NA	49.0	F	NA	NA	t008	ползёт	DirectionItem	-	crawl	uni	impf	ползёт	MotionVerb	-	crawl	uni	impf	1	1	1	1
3333	Native	R0006	NA	38.0	F	NA	NA	t008	ползёт	DirectionItem	-	crawl	uni	impf	ползёт	MotionVerb	-	crawl	uni	impf	1	1	1	1
3334	Native	R0007	NA	34.0	M	NA	NA	t008	ползёт	DirectionItem	-	crawl	uni	impf	ползёт	MotionVerb	-	crawl	uni	impf	1	1	1	1
3335	Native	R0008	NA	29.0	F	NA	NA	t008	ползёт	DirectionItem	-	crawl	uni	impf	ползёт к цветку	MotionVerb	-	crawl	uni	impf	1	1	1	1
3336	Native	R0009	NA	49.0	F	NA	NA	t008	ползёт	DirectionItem	-	crawl	uni	impf	ползёт	MotionVerb	-	crawl	uni	impf	1	1	1	1
3337	Native	R0010	NA	26.0	F	NA	NA	t008	ползёт	DirectionItem	-	crawl	uni	impf	ползёт	MotionVerb	-	crawl	uni	impf	1	1	1	1
3340	Native	R0001	NA	45.0	F	NA	NA	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
3341	Native	R0002	NA	50.0	F	NA	NA	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
3342	Native	R0003	NA	34.0	M	NA	NA	t009	едут	filler	-	ride	uni	impf	движутся	OtherVerb	x	x	x	impf	0	0	0	1
3343	Native	R0004	NA	30.0	M	NA	NA	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
3344	Native	R0005	NA	49.0	F	NA	NA	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
3345	Native	R0006	NA	38.0	F	NA	NA	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
3346	Native	R0007	NA	34.0	M	NA	NA	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
3347	Native	R0008	NA	29.0	F	NA	NA	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
3348	Native	R0009	NA	49.0	F	NA	NA	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
3349	Native	R0010	NA	26.0	F	NA	NA	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
3352	Native	R0001	NA	45.0	F	NA	NA	t010	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3353	Native	R0002	NA	50.0	F	NA	NA	t010	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3354	Native	R0003	NA	34.0	M	NA	NA	t010	летит	DirectionItem	-	fly	uni	impf	летят	MotionVerb	-	fly	uni	impf	1	1	1	1
3355	Native	R0004	NA	30.0	M	NA	NA	t010	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3356	Native	R0005	NA	49.0	F	NA	NA	t010	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3357	Native	R0006	NA	38.0	F	NA	NA	t010	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3358	Native	R0007	NA	34.0	M	NA	NA	t010	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3359	Native	R0008	NA	29.0	F	NA	NA	t010	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3360	Native	R0009	NA	49.0	F	NA	NA	t010	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3361	Native	R0010	NA	26.0	F	NA	NA	t010	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3364	Native	R0001	NA	45.0	F	NA	NA	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
3365	Native	R0002	NA	50.0	F	NA	NA	t011	идёт	filler	-	walk	uni	impf	идёт	MotionVerb	-	walk	uni	impf	1	1	1	1
3366	Native	R0003	NA	34.0	M	NA	NA	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
3367	Native	R0004	NA	30.0	M	NA	NA	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
3368	Native	R0005	NA	49.0	F	NA	NA	t011	идёт	filler	-	walk	uni	impf	идёт	MotionVerb	-	walk	uni	impf	1	1	1	1
3369	Native	R0006	NA	38.0	F	NA	NA	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
3370	Native	R0007	NA	34.0	M	NA	NA	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
3371	Native	R0008	NA	29.0	F	NA	NA	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
3372	Native	R0009	NA	49.0	F	NA	NA	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
3373	Native	R0010	NA	26.0	F	NA	NA	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
3376	Native	R0001	NA	45.0	F	NA	NA	t012	плывёт	DirectionItem	-	swim	uni	impf	плывёт	MotionVerb	-	swim	uni	impf	1	1	1	1
3377	Native	R0002	NA	50.0	F	NA	NA	t012	плывёт	DirectionItem	-	swim	uni	impf	плывёт	MotionVerb	-	swim	uni	impf	1	1	1	1
3378	Native	R0003	NA	34.0	M	NA	NA	t012	плывёт	DirectionItem	-	swim	uni	impf	плывёт	MotionVerb	-	swim	uni	impf	1	1	1	1
3379	Native	R0004	NA	30.0	M	NA	NA	t012	плывёт	DirectionItem	-	swim	uni	impf	плывёт	MotionVerb	-	swim	uni	impf	1	1	1	1
3380	Native	R0005	NA	49.0	F	NA	NA	t012	плывёт	DirectionItem	-	swim	uni	impf	плывёт	MotionVerb	-	swim	uni	impf	1	1	1	1
3381	Native	R0006	NA	38.0	F	NA	NA	t012	плывёт	DirectionItem	-	swim	uni	impf	плывёт	MotionVerb	-	swim	uni	impf	1	1	1	1
3382	Native	R0007	NA	34.0	M	NA	NA	t012	плывёт	DirectionItem	-	swim	uni	impf	плывёт	MotionVerb	-	swim	uni	impf	1	1	1	1
3383	Native	R0008	NA	29.0	F	NA	NA	t012	плывёт	DirectionItem	-	swim	uni	impf	плывёт	MotionVerb	-	swim	uni	impf	1	1	1	1
3384	Native	R0009	NA	49.0	F	NA	NA	t012	плывёт	DirectionItem	-	swim	uni	impf	плывёт	MotionVerb	-	swim	uni	impf	1	1	1	1
3385	Native	R0010	NA	26.0	F	NA	NA	t012	плывёт	DirectionItem	-	swim	uni	impf	плывёт	MotionVerb	-	swim	uni	impf	1	1	1	1
3388	Native	R0001	NA	45.0	F	NA	NA	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
3389	Native	R0002	NA	50.0	F	NA	NA	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
3390	Native	R0003	NA	34.0	M	NA	NA	t013	ходил	DirectionItem	-	walk	multi	impf	сходил	MotionVerb	s	walk	-	impf	0	1	0	1
3391	Native	R0004	NA	30.0	M	NA	NA	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
3392	Native	R0005	NA	49.0	F	NA	NA	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
3393	Native	R0006	NA	38.0	F	NA	NA	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
3394	Native	R0007	NA	34.0	M	NA	NA	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
3395	Native	R0008	NA	29.0	F	NA	NA	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
3396	Native	R0009	NA	49.0	F	NA	NA	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
3397	Native	R0010	NA	26.0	F	NA	NA	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
3400	Native	R0001	NA	45.0	F	NA	NA	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
3401	Native	R0002	NA	50.0	F	NA	NA	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
3402	Native	R0003	NA	34.0	M	NA	NA	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
3403	Native	R0004	NA	30.0	M	NA	NA	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
3404	Native	R0005	NA	49.0	F	NA	NA	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
3405	Native	R0006	NA	38.0	F	NA	NA	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
3406	Native	R0007	NA	34.0	M	NA	NA	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
3407	Native	R0008	NA	29.0	F	NA	NA	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
3408	Native	R0009	NA	49.0	F	NA	NA	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
3409	Native	R0010	NA	26.0	F	NA	NA	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
3412	Native	R0001	NA	45.0	F	NA	NA	t015	ездила	DirectionItem	-	ride	multi	impf	путешествовал	OtherVerb	x	x	x	impf	0	0	0	1
3413	Native	R0002	NA	50.0	F	NA	NA	t015	ездила	DirectionItem	-	ride	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	1	1	1
3414	Native	R0003	NA	34.0	M	NA	NA	t015	ездила	DirectionItem	-	ride	multi	impf	путешествовал	OtherVerb	x	x	x	impf	0	0	0	1
3415	Native	R0004	NA	30.0	M	NA	NA	t015	ездила	DirectionItem	-	ride	multi	impf	путешествовал	OtherVerb	x	x	x	impf	0	0	0	1
3416	Native	R0005	NA	49.0	F	NA	NA	t015	ездила	DirectionItem	-	ride	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	1	1	1
3417	Native	R0006	NA	38.0	F	NA	NA	t015	ездила	DirectionItem	-	ride	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	1	1	1
3418	Native	R0007	NA	34.0	M	NA	NA	t015	ездила	DirectionItem	-	ride	multi	impf	путешествую	OtherVerb	x	x	x	impf	0	0	0	1
3419	Native	R0008	NA	29.0	F	NA	NA	t015	ездила	DirectionItem	-	ride	multi	impf	ездила	MotionVerb	-	ride	multi	impf	1	1	1	1
3420	Native	R0009	NA	49.0	F	NA	NA	t015	ездила	DirectionItem	-	ride	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	1	1	1
3421	Native	R0010	NA	26.0	F	NA	NA	t015	ездила	DirectionItem	-	ride	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	1	1	1
3424	Native	R0001	NA	45.0	F	NA	NA	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3425	Native	R0002	NA	50.0	F	NA	NA	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3426	Native	R0003	NA	34.0	M	NA	NA	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3427	Native	R0004	NA	30.0	M	NA	NA	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3428	Native	R0005	NA	49.0	F	NA	NA	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3429	Native	R0006	NA	38.0	F	NA	NA	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3430	Native	R0007	NA	34.0	M	NA	NA	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3431	Native	R0008	NA	29.0	F	NA	NA	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3432	Native	R0009	NA	49.0	F	NA	NA	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
3433	Native	R0010	NA	26.0	F	NA	NA	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
